Rafael Nadal,6675
Roger Federer,5305
Novak Djokovic,5295
Andy Murray,3720
Nikolay Davydenko,2715
Jo-Wilfried Tsonga,2050
Gilles Simon,1980
Andy Roddick,1970
Juan Martin del Potro,1945
James Blake,1775
David Nalbandian,1725
David Ferrer,1695
Stan Wawrinka,1510
Gael Monfils,1475
Fernando Gonzalez,1420
Fernando Verdasco,1415
Robin Soderling,1325
Nicolas Almagro,1270
Igor Andreev,1245
Tomas Berdych,1215
Tommy Robredo,1195
Dmitry Tursunov,1180
Marin Cilic,1175
Mardy Fish,1165
Richard Gasquet,1160
