27/08/2010,R. Valladolid CF,3,Villarreal CF B,0
27/08/2010,Elche CF,1,RC Recreativo,0
27/08/2010,Girona FC,4,CD Tenerife,2
27/08/2010,RC Celta,1,FC Barcelona B,2
27/08/2010,SD Ponferradina,0,SD Huesca,0
27/08/2010,UD Las Palmas,3,Nàstic,2
27/08/2010,Albacete B.,1,AD Alcorcón,1
27/08/2010,Rayo Vallecano,3,CD Numancia,2
27/08/2010,Real Betis,4,Granada CF,1
27/08/2010,Salamanca,1,Córdoba CF,1
27/08/2010,Xerez CD,1,FC Cartagena,4
4/09/2010,Nàstic,2,Girona FC,0
4/09/2010,Córdoba CF,2,Rayo Vallecano,3
4/09/2010,FC Cartagena,0,Elche CF,1
4/09/2010,RC Recreativo,1,Real Betis,3
4/09/2010,SD Huesca,0,UD Las Palmas,0
4/09/2010,Villarreal CF B,1,Albacete B.,0
4/09/2010,AD Alcorcón,2,SD Ponferradina,0
4/09/2010,FC Barcelona B,2,Xerez CD,1
4/09/2010,CD Numancia,1,RC Celta,3
4/09/2010,CD Tenerife,1,Salamanca,2
4/09/2010,Granada CF,0,R. Valladolid CF,1
10/09/2010,Salamanca,1,Nàstic,0
10/09/2010,Albacete B.,2,Granada CF,1
10/09/2010,Elche CF,0,Real Betis,2
10/09/2010,FC Cartagena,5,FC Barcelona B,1
10/09/2010,RC Celta,3,Córdoba CF,2
10/09/2010,Rayo Vallecano,1,CD Tenerife,0
10/09/2010,SD Ponferradina,1,Villarreal CF B,5
10/09/2010,UD Las Palmas,4,AD Alcorcón,1
10/09/2010,Girona FC,3,SD Huesca,1
10/09/2010,R. Valladolid CF,4,RC Recreativo,0
10/09/2010,Xerez CD,1,CD Numancia,0
17/09/2010,Villarreal CF B,0,UD Las Palmas,3
17/09/2010,AD Alcorcón,3,Girona FC,1
17/09/2010,FC Barcelona B,2,Elche CF,0
17/09/2010,CD Numancia,2,FC Cartagena,0
17/09/2010,CD Tenerife,0,RC Celta,2
17/09/2010,Córdoba CF,0,Xerez CD,2
17/09/2010,SD Huesca,0,Salamanca,1
17/09/2010,Nàstic,0,Rayo Vallecano,1
17/09/2010,Granada CF,2,SD Ponferradina,0
17/09/2010,RC Recreativo,0,Albacete B.,0
17/09/2010,Real Betis,2,R. Valladolid CF,1
24/09/2010,Xerez CD,2,CD Tenerife,0
24/09/2010,Albacete B.,2,Real Betis,1
24/09/2010,FC Cartagena,1,Córdoba CF,2
24/09/2010,Girona FC,2,Villarreal CF B,3
24/09/2010,Rayo Vallecano,4,SD Huesca,0
24/09/2010,UD Las Palmas,1,Granada CF,1
24/09/2010,FC Barcelona B,1,CD Numancia,0
24/09/2010,Elche CF,2,R. Valladolid CF,2
24/09/2010,RC Celta,1,Nàstic,0
24/09/2010,SD Ponferradina,1,RC Recreativo,1
24/09/2010,Salamanca,1,AD Alcorcón,1
1/10/2010,Villarreal CF B,0,Salamanca,1
1/10/2010,Nàstic,0,Xerez CD,2
1/10/2010,RC Recreativo,1,UD Las Palmas,1
