26/08/2006,UD Almería,0,CD Tenerife,1
26/08/2006,UD Las Palmas,0,Xerez CD,1
26/08/2006,Albacete B.,2,SD Ponferradina,0
26/08/2006,D. Alavés,1,Elche CF,1
26/08/2006,CD Castellón,1,RM Castilla,1
26/08/2006,CD Numancia,0,Lorca Pol CF,0
26/08/2006,Club Granada 74,3,Pol. Ejido,0
26/08/2006,Cádiz CF,3,UD Vecindario,0
26/08/2006,Hércules CF,0,Málaga CF,1
26/08/2006,R. Sporting,1,R. Valladolid CF,3
26/08/2006,Salamanca,3,Real Murcia,2
2/09/2006,Elche CF,1,Albacete B.,2
2/09/2006,Lorca Pol CF,0,R. Sporting,2
2/09/2006,RM Castilla,0,Hércules CF,3
2/09/2006,Real Murcia,3,UD Almería,2
2/09/2006,UD Vecindario,4,CD Castellón,2
2/09/2006,Xerez CD,2,Club Granada 74,0
2/09/2006,CD Tenerife,0,Cádiz CF,1
2/09/2006,Málaga CF,1,D. Alavés,0
2/09/2006,Pol. Ejido,1,Salamanca,0
2/09/2006,R. Valladolid CF,2,UD Las Palmas,0
2/09/2006,SD Ponferradina,2,CD Numancia,0
9/09/2006,Albacete B.,2,Málaga CF,1
9/09/2006,D. Alavés,3,RM Castilla,1
9/09/2006,CD Castellón,2,CD Tenerife,1
9/09/2006,Club Granada 74,1,R. Valladolid CF,0
9/09/2006,Pol. Ejido,0,Xerez CD,2
9/09/2006,UD Las Palmas,2,Lorca Pol CF,1
9/09/2006,CD Numancia,3,Elche CF,2
9/09/2006,Cádiz CF,1,Real Murcia,1
9/09/2006,Hércules CF,1,UD Vecindario,0
9/09/2006,R. Sporting,1,SD Ponferradina,0
9/09/2006,Salamanca,2,UD Almería,0
16/09/2006,Elche CF,1,R. Sporting,0
16/09/2006,Lorca Pol CF,1,Club Granada 74,0
16/09/2006,Málaga CF,1,CD Numancia,2
16/09/2006,RM Castilla,2,Albacete B.,1
16/09/2006,SD Ponferradina,3,UD Las Palmas,0
16/09/2006,UD Vecindario,0,D. Alavés,1
