30/08/2003,Cádiz CF,2,Pol. Ejido,1
30/08/2003,UD Almería,3,Málaga CF B,2
30/08/2003,CD Leganés,0,Salamanca,0
30/08/2003,CD Numancia,1,Córdoba CF,0
30/08/2003,CD Tenerife,1,D. Alavés,0
30/08/2003,Club Granada 74,1,RC Recreativo,1
30/08/2003,Rayo Vallecano,0,Levante UD,2
30/08/2003,R. Sporting,0,Getafe CF,2
30/08/2003,SD Eibar,2,Algeciras CF,1
30/08/2003,Terrassa FC,1,Xerez CD,1
30/08/2003,Elche CF,1,UD Las Palmas,2
6/09/2003,Levante UD,1,Elche CF,1
6/09/2003,Málaga CF B,1,Cádiz CF,3
6/09/2003,UD Las Palmas,2,CD Leganés,2
6/09/2003,Xerez CD,0,Rayo Vallecano,0
6/09/2003,Algeciras CF,1,CD Tenerife,1
6/09/2003,D. Alavés,2,R. Sporting,1
6/09/2003,Córdoba CF,1,Club Granada 74,1
6/09/2003,Getafe CF,1,UD Almería,1
6/09/2003,Pol. Ejido,2,Terrassa FC,1
6/09/2003,RC Recreativo,1,SD Eibar,0
6/09/2003,Salamanca,1,CD Numancia,0
13/09/2003,CD Tenerife,2,RC Recreativo,1
13/09/2003,Elche CF,1,Xerez CD,1
13/09/2003,Málaga CF B,1,Getafe CF,1
13/09/2003,Rayo Vallecano,3,Pol. Ejido,1
13/09/2003,CD Leganés,0,Levante UD,0
13/09/2003,CD Numancia,2,UD Las Palmas,0
13/09/2003,Club Granada 74,1,Salamanca,1
13/09/2003,Cádiz CF,2,Terrassa FC,0
13/09/2003,R. Sporting,3,Algeciras CF,2
13/09/2003,SD Eibar,0,Córdoba CF,0
13/09/2003,UD Almería,2,D. Alavés,1
20/09/2003,Algeciras CF,0,UD Almería,0
20/09/2003,Terrassa FC,1,Rayo Vallecano,2
20/09/2003,Salamanca,1,SD Eibar,2
20/09/2003,D. Alavés,1,Málaga CF B,0
20/09/2003,Córdoba CF,1,CD Tenerife,1
20/09/2003,Getafe CF,3,Cádiz CF,2
20/09/2003,Levante UD,4,CD Numancia,0
20/09/2003,Pol. Ejido,1,Elche CF,2
20/09/2003,RC Recreativo,1,R. Sporting,1
20/09/2003,UD Las Palmas,2,Club Granada 74,3
20/09/2003,Xerez CD,1,CD Leganés,1
27/09/2003,CD Leganés,0,Pol. Ejido,0
27/09/2003,CD Numancia,0,Xerez CD,0
27/09/2003,Elche CF,2,Terrassa FC,3
27/09/2003,Getafe CF,0,D. Alavés,0
27/09/2003,SD Eibar,1,UD Las Palmas,1
27/09/2003,UD Almería,2,RC Recreativo,2
27/09/2003,CD Tenerife,1,Salamanca,1
27/09/2003,Club Granada 74,0,Levante UD,0
27/09/2003,Cádiz CF,1,Rayo Vallecano,0
27/09/2003,Málaga CF B,0,Algeciras CF,0
27/09/2003,R. Sporting,1,Córdoba CF,1
4/10/2003,D. Alavés,2,Cádiz CF,0
4/10/2003,Córdoba CF,0,UD Almería,1
4/10/2003,Pol. Ejido,1,CD Numancia,3
4/10/2003,RC Recreativo,0,Málaga CF B,0
4/10/2003,UD Las Palmas,1,CD Tenerife,1
