27/08/2005,CD Tenerife,3,Nàstic,1
27/08/2005,Club Granada 74,3,RC Recreativo,1
27/08/2005,Levante UD,2,Pol. Ejido,0
27/08/2005,Lorca Pol CF,1,RC de Ferrol,1
27/08/2005,R. Sporting,2,Albacete B.,0
27/08/2005,Xerez CD,2,RM Castilla,1
27/08/2005,CD Numancia,3,UD Almería,0
27/08/2005,Hércules CF,1,Málaga CF B,1
27/08/2005,R. Valladolid CF,1,Real Murcia,0
27/08/2005,SD Eibar,1,Elche CF,2
27/08/2005,Lleida Esportiu,1,CD Castellón,0
3/09/2005,CD Castellón,0,CD Numancia,1
3/09/2005,RC de Ferrol,1,Levante UD,2
3/09/2005,RC Recreativo,3,CD Tenerife,1
3/09/2005,Albacete B.,2,R. Valladolid CF,3
3/09/2005,Nàstic,0,R. Sporting,4
3/09/2005,Elche CF,1,Lorca Pol CF,3
3/09/2005,Málaga CF B,0,Club Granada 74,1
3/09/2005,Pol. Ejido,2,Lleida Esportiu,1
3/09/2005,RM Castilla,3,Hércules CF,0
3/09/2005,Real Murcia,1,SD Eibar,0
3/09/2005,UD Almería,3,Xerez CD,0
10/09/2005,Hércules CF,2,UD Almería,2
10/09/2005,R. Valladolid CF,0,Nàstic,2
10/09/2005,SD Eibar,1,Albacete B.,1
10/09/2005,Lleida Esportiu,5,CD Numancia,0
10/09/2005,CD Tenerife,3,Málaga CF B,2
10/09/2005,Club Granada 74,2,RM Castilla,1
10/09/2005,Levante UD,1,Elche CF,0
10/09/2005,Lorca Pol CF,0,Real Murcia,1
10/09/2005,Pol. Ejido,4,RC de Ferrol,2
10/09/2005,R. Sporting,1,RC Recreativo,1
10/09/2005,Xerez CD,2,CD Castellón,1
17/09/2005,CD Castellón,1,Hércules CF,2
17/09/2005,Málaga CF B,1,R. Sporting,0
17/09/2005,RM Castilla,1,CD Tenerife,2
17/09/2005,UD Almería,1,Club Granada 74,0
17/09/2005,Albacete B.,1,Lorca Pol CF,0
17/09/2005,CD Numancia,1,Xerez CD,1
17/09/2005,Nàstic,1,SD Eibar,0
17/09/2005,Elche CF,2,Pol. Ejido,0
17/09/2005,RC de Ferrol,0,Lleida Esportiu,0
17/09/2005,RC Recreativo,2,R. Valladolid CF,0
17/09/2005,Real Murcia,0,Levante UD,0
24/09/2005,Hércules CF,4,CD Numancia,0
24/09/2005,RC de Ferrol,2,Elche CF,1
24/09/2005,SD Eibar,2,RC Recreativo,1
24/09/2005,Lleida Esportiu,0,Xerez CD,1
24/09/2005,CD Tenerife,2,UD Almería,1
24/09/2005,Club Granada 74,0,CD Castellón,0
24/09/2005,Levante UD,1,Albacete B.,1
24/09/2005,Lorca Pol CF,1,Nàstic,0
24/09/2005,Pol. Ejido,0,Real Murcia,3
24/09/2005,R. Sporting,1,RM Castilla,1
24/09/2005,R. Valladolid CF,1,Málaga CF B,1
1/10/2005,CD Castellón,1,CD Tenerife,0
1/10/2005,Nàstic,1,Levante UD,0
1/10/2005,RM Castilla,2,R. Valladolid CF,3
1/10/2005,Albacete B.,1,Pol. Ejido,0
1/10/2005,CD Numancia,1,Club Granada 74,1
1/10/2005,Elche CF,3,Lleida Esportiu,2
1/10/2005,RC Recreativo,2,Lorca Pol CF,1
1/10/2005,Real Murcia,2,RC de Ferrol,1
1/10/2005,UD Almería,3,R. Sporting,0
1/10/2005,Xerez CD,1,Hércules CF,0
1/10/2005,Málaga CF B,1,SD Eibar,1
8/10/2005,CD Tenerife,2,CD Numancia,1
8/10/2005,Pol. Ejido,2,Nàstic,0
8/10/2005,RC de Ferrol,2,Albacete B.,3
8/10/2005,Lleida Esportiu,0,Hércules CF,1
8/10/2005,Club Granada 74,2,Xerez CD,6
8/10/2005,Elche CF,1,Real Murcia,1
8/10/2005,Levante UD,1,RC Recreativo,3
8/10/2005,Lorca Pol CF,1,Málaga CF B,0
8/10/2005,R. Sporting,2,CD Castellón,0
8/10/2005,R. Valladolid CF,1,UD Almería,0
8/10/2005,SD Eibar,1,RM Castilla,3
15/10/2005,Albacete B.,1,Elche CF,2
15/10/2005,CD Castellón,0,R. Valladolid CF,0
15/10/2005,Nàstic,1,RC de Ferrol,2
15/10/2005,Málaga CF B,0,Levante UD,0
15/10/2005,RC Recreativo,2,Pol. Ejido,2
15/10/2005,CD Numancia,1,R. Sporting,0
15/10/2005,Hércules CF,2,Club Granada 74,1
15/10/2005,RM Castilla,1,Lorca Pol CF,2
15/10/2005,Real Murcia,2,Lleida Esportiu,0
15/10/2005,UD Almería,1,SD Eibar,1
15/10/2005,Xerez CD,3,CD Tenerife,1
22/10/2005,Elche CF,1,Nàstic,0
22/10/2005,Pol. Ejido,1,Málaga CF B,2
22/10/2005,CD Tenerife,0,Hércules CF,0
22/10/2005,Levante UD,3,RM Castilla,0
22/10/2005,Lorca Pol CF,1,UD Almería,1
22/10/2005,RC de Ferrol,0,RC Recreativo,3
22/10/2005,Real Murcia,2,Albacete B.,0
22/10/2005,R. Sporting,1,Xerez CD,1
22/10/2005,R. Valladolid CF,3,CD Numancia,1
22/10/2005,SD Eibar,2,CD Castellón,0
22/10/2005,Lleida Esportiu,1,Club Granada 74,2
29/10/2005,Nàstic,3,Real Murcia,1
29/10/2005,Club Granada 74,3,CD Tenerife,0
29/10/2005,Hércules CF,3,R. Sporting,2
29/10/2005,UD Almería,5,Levante UD,1
29/10/2005,Albacete B.,1,Lleida Esportiu,0
29/10/2005,CD Castellón,0,Lorca Pol CF,0
29/10/2005,CD Numancia,1,SD Eibar,2
29/10/2005,Málaga CF B,0,RC de Ferrol,1
